Date,Close,Stoch,Std_Dev,Buy_Signal,Sell_Signal
2014-03-04,16.98933219909668,,,False,False
2014-03-05,16.8439998626709,,,False,False
2014-03-06,16.862667083740234,,,False,False
2014-03-07,16.413999557495117,,,False,False
2014-03-10,15.922666549682617,,,False,False
2014-03-11,15.62733268737793,,,False,False
2014-03-12,16.099332809448242,,,False,False
2014-03-13,15.852666854858398,,,False,False
2014-03-14,15.39799976348877,,,False,False
2014-03-17,15.59866714477539,,,False,False
2014-03-18,16.002666473388672,,,False,False
2014-03-19,15.72266674041748,,,False,False
2014-03-20,15.660667419433594,,,False,False
2014-03-21,15.259332656860352,4.276880320681293,,True,False
2014-03-24,14.678000450134277,20.961268081286207,,False,False
2014-03-25,14.696000099182129,21.532927189032772,,False,False
2014-03-26,14.197333335876465,6.034107653524872,,True,False
2014-03-27,13.821332931518555,9.707867104542403,,True,False
2014-03-28,14.157999992370605,21.056193052794544,,False,False
2014-03-31,13.896666526794434,12.247201341401631,0.9734747858890052,True,False
2014-04-01,14.464667320251465,33.91603777188919,0.9309054126568127,False,False
2014-04-02,15.352666854858398,70.79121580501996,0.8629273158652415,False,False
2014-04-03,15.026666641235352,58.106381083849136,0.7798344121522585,False,False
2014-04-04,14.148667335510254,23.942979917175045,0.7572623933420223,False,False
2014-04-07,13.834667205810547,11.725074586988466,0.7784910988935413,True,False
2014-04-08,14.36400032043457,34.372443577675185,0.7739983848130895,False,False
2014-04-09,14.461999893188477,41.95783525770096,0.7269219203354419,False,False
2014-04-10,13.612667083740234,3.635850284506989,0.7335573499090419,True,False
2014-04-11,13.585332870483398,13.950974254259654,0.756704176978175,True,False
2014-04-14,13.206000328063965,8.906112113754064,0.7836796470210109,True,False
2014-04-15,12.927332878112793,18.653944452962154,0.7765458020289212,True,False
2014-04-16,13.27400016784668,28.768727640429304,0.7416018029907872,False,False
2014-04-17,13.208000183105469,26.84303243986411,0.6940637193438712,False,False
2014-04-21,13.625332832336426,39.019633431733766,0.6459935787289797,False,False
2014-04-22,14.576000213623047,66.75745216996181,0.6409663361320407,False,False
2014-04-23,13.866000175476074,46.041634261491744,0.6215986461550197,False,False
2014-04-24,13.857333183288574,53.56085027379889,0.6199998055253446,False,False
2014-04-25,13.323332786560059,44.358733598760466,0.6358030594054794,False,False
2014-04-28,13.234000205993652,40.53128738698099,0.6523663220347121,False,False
2014-04-29,13.79466724395752,64.55301514765202,0.6527287119754017,False,False
2014-04-30,13.859333038330078,67.3236151698799,0.6384185654017986,False,False
2014-05-01,13.84866714477539,66.8666359398801,0.5327997443806622,False,False
2014-05-02,14.060667037963867,75.94975189754251,0.4515970992363003,False,False
2014-05-05,14.440667152404785,92.23082190885259,0.47007140940470143,False,True
2014-05-06,13.8186674118042,58.20331126452158,0.4699297456353485,False,False
2014-05-07,13.423333168029785,37.63441126983079,0.4516664994737336,False,False
2014-05-08,11.906000137329102,1.427535048055224,0.570689207810731,True,False
2014-05-09,12.150667190551758,11.968670741807426,0.6529596843334634,True,False
2014-05-12,12.311332702636719,17.97777322112932,0.704250134425678,True,False
2014-05-13,12.677332878112793,31.225848900156237,0.7229923270077511,False,False
2014-05-14,12.708000183105469,32.3359106013188,0.732288801629371,False,False
2014-05-15,12.572667121887207,27.4372718655264,0.754987967393764,False,False
2014-05-16,12.77066707611084,34.60425853318724,0.7659698935318389,False,False
2014-05-19,13.072667121887207,45.535727230738324,0.7651498345156601,False,False
2014-05-20,13.020000457763672,43.6293566909895,0.7069251892083971,False,False
2014-05-21,13.296667098999023,53.64383440587172,0.6915073911839054,False,False
2014-05-22,13.658666610717773,66.74709841601234,0.6830541145304986,False,False
2014-05-23,13.819999694824219,72.5868576592773,0.6967644308308674,False,False
2014-05-27,14.104000091552734,93.6971242624475,0.7241569176781056,False,True
2014-05-28,14.015999794006348,90.09547540789087,0.7342859322635986,False,True
2014-05-29,14.015999794006348,90.09547540789087,0.7416264167502095,False,True
2014-05-30,13.851332664489746,79.868255304506,0.7417333445451805,False,False
2014-06-02,13.646666526794434,68.2389997935205,0.7245172302002303,False,False
2014-06-03,13.662667274475098,66.57631004573274,0.6773714207521817,False,False
2014-06-04,13.599332809448242,63.35591279018174,0.6689803951362396,False,False
2014-06-05,13.793333053588867,70.8271769740453,0.680091867393489,False,False
2014-06-06,13.878000259399414,73.26615310516283,0.6177128711810104,False,False
2014-06-09,13.687333106994629,56.32766022157459,0.5555752451140634,False,False
2014-06-10,13.486666679382324,37.531241063768945,0.4919744651289169,False,False
2014-06-11,13.631333351135254,33.56917602555233,0.4563502132727044,False,False
2014-06-12,13.567999839782715,27.459835293424984,0.4149903656115778,False,False
2014-06-13,13.761333465576172,46.109377529842945,0.34586970344412826,False,False
2014-06-16,14.973999977111816,96.64631387279141,0.40750718416703663,False,True
2014-06-17,15.444666862487793,89.33589450879356,0.5328740382593897,False,True
2014-06-18,15.141332626342773,76.79797355466766,0.5696997173246275,False,False
2014-06-19,15.185999870300293,78.64423522659544,0.6105182137173187,False,False
2014-06-20,15.305999755859375,83.60427237493968,0.6642251663732195,False,True
2014-06-23,15.814666748046875,95.546049211887,0.7584943543079744,False,True
2014-06-24,15.5,77.99670744221413,0.80899280099264,False,False
2014-06-25,15.792667388916016,88.29464164072195,0.871501066518445,False,True
2014-06-26,15.706666946411133,85.26858909268087,0.9145463295647565,False,True
2014-06-27,15.937333106994629,93.38491852832198,0.9580016766311763,False,True
2014-06-30,16.003999710083008,90.20776561372531,0.9823634247174049,False,True
2014-07-01,15.981332778930664,88.88368083221042,0.9910539374876907,False,True
2014-07-02,15.295332908630371,64.90325793948979,0.9539005874614496,False,False
2014-07-03,15.283332824707031,60.135993992077,0.9209896814460289,False,False
2014-07-07,14.843999862670898,9.381513455351321,0.885405196718061,True,False
2014-07-08,14.604666709899902,15.883506561560516,0.8352208763854596,True,False
2014-07-09,14.870667457580566,29.08672109427033,0.7507966095133264,False,False
2014-07-10,14.630666732788086,17.174043836516482,0.6750783187048572,True,False
2014-07-11,14.541999816894531,12.77297232561321,0.5810790635550573,True,False
2014-07-14,15.113332748413086,41.13165676622024,0.46892067886325123,False,False
2014-07-15,14.638667106628418,17.57115043518888,0.4867935688325275,True,False
2014-07-16,14.477333068847656,9.563173274143669,0.5168922892341508,True,False
2014-07-17,14.359999656677246,5.82712163929446,0.5525233482183617,True,False
2014-07-18,14.668000221252441,20.783442192345166,0.5649407699073803,False,False
2014-07-21,14.702667236328125,23.257403756912858,0.5732610788412188,False,False
2014-07-22,14.638667106628418,20.81452041753221,0.5604089710849295,False,False
2014-07-23,14.832667350769043,48.57929917460287,0.5538874352432726,False,False
2014-07-24,14.902667045593262,61.43386984832879,0.5257985260075005,False,False
2014-07-25,14.904666900634766,65.63526795930534,0.4991094471296962,False,False
2014-07-28,14.98799991607666,60.97823602492198,0.44347163805946244,False,False
2014-07-29,15.000666618347168,62.01084700222506,0.363174617751364,False,False
2014-07-30,15.261333465576172,83.26084894585362,0.2704278970927041,False,True
2014-07-31,14.886667251586914,52.71742595163941,0.2477432812483597,False,False
2014-08-01,15.5513334274292,82.30128009835215,0.27998308946544903,False,True
2014-08-04,15.90133285522461,92.6394057579957,0.36993976507033766,False,True
2014-08-05,15.899333000183105,84.68866055653173,0.42893564623525304,False,True
2014-08-06,16.595333099365234,92.98392418007595,0.5660289044543733,False,True
2014-08-07,16.826000213623047,89.24192568213232,0.6857780248300082,False,True
2014-08-08,16.54199981689453,77.22190775677352,0.7386119319306941,False,False
2014-08-11,17.288000106811523,90.02483621431912,0.868482679365595,False,True
2014-08-12,17.33066749572754,91.19705582427159,0.9575720052545976,False,True
2014-08-13,17.354000091552734,88.04932762753843,1.0137732156947885,False,True
2014-08-14,17.42533302307129,90.4484172320822,1.0442417681311233,False,True
2014-08-15,17.46733283996582,91.86096711555646,1.0752060052112775,False,True
2014-08-18,17.32933235168457,84.16267101453043,1.0797479616845898,False,True
2014-08-19,17.117332458496094,77.05416469330433,1.0515630898729043,False,False
2014-08-20,17.047332763671875,72.00676909998083,1.0194179198047044,False,False
2014-08-21,16.95599937438965,61.98879411533232,0.9757677927420195,False,False
2014-08-22,17.118667602539062,66.80396320271585,0.9233327758105935,False,False
2014-08-25,17.503332138061523,83.57735483156581,0.8775320221076668,False,True
2014-08-26,17.44933319091797,73.41041737009296,0.8077459024923478,False,False
2014-08-27,17.549999237060547,80.68397152760072,0.7466739359917716,False,True
2014-08-28,17.590667724609375,78.26095705350887,0.6019160342587213,False,False
2014-08-29,17.979999542236328,88.71439160391503,0.537480016420704,False,True
2014-09-02,18.941333770751953,97.68563983936295,0.6025364556621602,False,True
2014-09-03,18.746000289916992,81.28090168633653,0.5990285104412476,False,True
2014-09-04,19.069332122802734,86.48237738209056,0.6732453549818127,False,True
2014-09-05,18.492666244506836,64.74872583764045,0.6843673981678728,False,False
2014-09-08,18.80733299255371,76.6080324345307,0.6849072503360737,False,False
2014-09-09,18.565332412719727,66.6580415729517,0.7010630019622083,False,False
2014-09-10,18.739999771118164,73.4089097955263,0.7227387685112927,False,False
2014-09-11,18.687332153320312,71.3733139600459,0.7347564736314123,False,False
2014-09-12,18.613332748413086,63.225975314084195,0.7398813526804625,False,False
2014-09-15,16.923999786376953,11.184649377394052,0.7694138944284121,True,False
2014-09-16,17.382667541503906,27.453316393147613,0.7671969855853931,False,False
2014-09-17,17.42533302307129,28.96663514060219,0.7522508203196077,False,False
2014-09-18,17.58799934387207,34.736310855114056,0.7262544837292019,False,False
2014-09-19,17.288000106811523,24.095519916219146,0.7044454067144721,False,False
2014-09-22,16.66866683959961,11.389454947927673,0.741088078377685,True,False
2014-09-23,16.694000244140625,12.20298744420822,0.7901448715721565,True,False
2014-09-24,16.80933380126953,18.219754238388063,0.8241497901266222,True,False
2014-09-25,16.463333129882812,5.492908833877638,0.8840373528608524,True,False
2014-09-26,16.440000534057617,4.634672522476699,0.939160050674437,True,False
2014-09-29,16.35066795349121,8.938106756124405,0.9933185610939155,True,False
2014-09-30,16.178667068481445,5.730947333363223,1.0086819636628184,True,False
2014-10-01,16.016000747680664,9.820304630982232,1.0294715136485673,True,False
2014-10-02,16.761333465576172,40.69678284390146,0.9670678791294642,False,False
2014-10-03,17.013999938964844,65.30883521035203,0.9305260092364006,False,False
2014-10-06,17.374666213989258,83.37225247497561,0.8583678923148313,False,True
2014-10-07,17.30466651916504,79.86642511165869,0.7968536446773589,False,False
2014-10-08,17.28533363342285,86.77930039952403,0.703704613615306,False,True
2014-10-09,17.134000778198242,71.46204551121508,0.59188360040291,False,False
2014-10-10,15.793999671936035,5.63609188465383,0.514540772295881,True,False
2014-10-13,14.97266674041748,8.060193224954096,0.6624773294771641,True,False
2014-10-14,15.137332916259766,13.605751334560006,0.7353740526529129,True,False
2014-10-15,15.313332557678223,25.673967455425576,0.7668759851500908,False,False
2014-10-16,15.09000015258789,18.72667298164276,0.788506805299936,True,False
2014-10-17,15.165332794189453,21.070076951533796,0.8059905444459032,False,False
2014-10-20,15.364666938781738,27.270847505193835,0.8269298602739655,False,False
2014-10-21,15.689332962036133,37.37036919470408,0.8279768247791196,False,False
2014-10-22,15.40666675567627,28.57735336444542,0.8315238261631076,False,False
